article_id,published_at_jst,title,url,live_status,inventory_as_of_jst,primary_theme,theme_status,primary_role,secondary_roles,role_status,search_intent,search_intent_status,source_strength,source_strength_status,observed_cta_types,recommended_primary_cta_candidate,official_web_connection,consultation_connection,line_connection,reservation_connection,internal_out_count,internal_in_count,one_way_out_count,isolated_graph,path_to_official_web,path_to_consultation,path_to_line,path_to_reservation,reachable_sink_types,brand_flags,old_line_flag,lifekarte_direct_flag,internal_utm_violation_count,official_utm_violation_count,ambiguous_anchor_count,case_fact_status,customer_reaction_status,note_seen,note_decisive,new_visit_involvement,search_exposure,discovery_value,understanding_value,decision_value,learning_value,ai_structure_coverage,ai_structure_missing,content_currentness,staleness_status,priority_score,priority_band,priority_reasons,human_review_required,legacy_registry_source
n4e5d74d50a8e,2026-08-18T13:44:58.000+09:00,三田市で「透明感カラーにしたい」方へ｜色名より先に確認したいこと,https://note.com/koichi_ikeda/n/n4e5d74d50a8e,PUBLIC,2026-09-16,CEP6_COLOR_DECISION_CANDIDATE,TITLE_RULE_HUMAN_REVIEW,B_JUDGMENT,A_ENTRY;D_BRIDGE,LEGACY_REGISTRY,三田市で「透明感カラーにしたい」方へ｜色名より先に確認したいこと,TITLE_PROXY,B_PROFESSIONAL_JUDGMENT,ARTICLE_TEXT_OPERATIONAL_CLASSIFICATION,CONSULTATION;LINE;NOTE_ARTICLE;RESERVATION,RELATED_CASE_OR_PRECONSULT,NO,YES,YES,YES,5,,5,NO,NO,YES,YES,YES,CONSULTATION;LINE;RESERVATION,NONE,NO,NO,4,0,0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,SUPPORTED,POTENTIAL,UNKNOWN,AUDIENCE;CHECKS;CONCERN;JUDGMENT_BRANCH;NEXT_STEP;NOT_DO,ACTUAL_CASE,PUBLIC_SNAPSHOT_ONLY,UNKNOWN,15,P2_CANDIDATE,INTERNAL_UTM,YES,ikeda-official-web/note_article_registry_2026-09-13.csv
n6c2f0da8b713,2026-08-19T06:47:26.000+09:00,「今回はやらない」という提案について｜美容師が施術を勧めない時に考えていること,https://note.com/koichi_ikeda/n/n6c2f0da8b713,PUBLIC,2026-09-16,OTHER,LEGACY_REGISTRY,B_JUDGMENT,A_ENTRY;D_BRIDGE,LEGACY_REGISTRY,「今回はやらない」という提案について｜美容師が施術を勧めない時に考えていること,TITLE_PROXY,B_PROFESSIONAL_JUDGMENT,ARTICLE_TEXT_OPERATIONAL_CLASSIFICATION,CONSULTATION;EXTERNAL;LINE;NOTE_ARTICLE;RESERVATION,RELATED_CASE_OR_PRECONSULT,NO,YES,YES,YES,1,,1,NO,NO,YES,YES,YES,CONSULTATION;LINE;RESERVATION,NONE,NO,NO,0,0,0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,SUPPORTED,POTENTIAL,UNKNOWN,AUDIENCE;CHECKS;CONCERN;JUDGMENT_BRANCH;NEXT_STEP;NOT_DO,ACTUAL_CASE,PUBLIC_SNAPSHOT_ONLY,UNKNOWN,5,OBSERVE,THEME_REVIEW,YES,ikeda-official-web/note_article_registry_2026-09-13.csv
nc947fab7f07e,2026-08-20T06:57:28.000+09:00,「短くしたい」と言われても、一気に短くしないことがあります｜髪型の変化量をどう決めるか,https://note.com/koichi_ikeda/n/nc947fab7f07e,PUBLIC,2026-09-16,CEP4_SHORT_HAIR_ANXIETY,TITLE_RULE,B_JUDGMENT,A_ENTRY;D_BRIDGE,LEGACY_REGISTRY,「短くしたい」と言われても、一気に短くしないことがあります｜髪型の変化量をどう決めるか,TITLE_PROXY,B_PROFESSIONAL_JUDGMENT,ARTICLE_TEXT_OPERATIONAL_CLASSIFICATION,CONSULTATION;EXTERNAL;LINE;NOTE_ARTICLE;RESERVATION,RELATED_CASE_OR_PRECONSULT,NO,YES,YES,YES,3,1,2,NO,NO,YES,YES,YES,CONSULTATION;LINE;RESERVATION,NONE,NO,NO,0,0,0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,SUPPORTED,POTENTIAL,UNKNOWN,AUDIENCE;CHECKS;CONCERN;JUDGMENT_BRANCH;NEXT_STEP;NOT_DO,ACTUAL_CASE,PUBLIC_SNAPSHOT_ONLY,UNKNOWN,,OBSERVE,NONE,YES,ikeda-official-web/note_article_registry_2026-09-13.csv
n5c2fec4b2172,2026-08-21T06:56:10.000+09:00,レイヤーが流行っていても、全員に必要とは限りません｜入れる・入れないをどう判断するか,https://note.com/koichi_ikeda/n/n5c2fec4b2172,PUBLIC,2026-09-16,CEP5_LIGHT_NOT_THIN,TITLE_RULE,B_JUDGMENT,A_ENTRY;D_BRIDGE,LEGACY_REGISTRY,レイヤーが流行っていても、全員に必要とは限りません｜入れる・入れないをどう判断するか,TITLE_PROXY,B_PROFESSIONAL_JUDGMENT,ARTICLE_TEXT_OPERATIONAL_CLASSIFICATION,CONSULTATION;EXTERNAL;LINE;NOTE_ARTICLE;RESERVATION,RELATED_CASE_OR_PRECONSULT,NO,YES,YES,YES,1,,1,NO,NO,YES,YES,YES,CONSULTATION;LINE;RESERVATION,NONE,YES,NO,0,0,0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,SUPPORTED,POTENTIAL,UNKNOWN,AUDIENCE;CHECKS;CONCERN;JUDGMENT_BRANCH;NEXT_STEP;NOT_DO,ACTUAL_CASE,PUBLIC_SNAPSHOT_ONLY,UNKNOWN,25,P2_CANDIDATE,OLD_LINE,YES,ikeda-official-web/note_article_registry_2026-09-13.csv
nc4f68f2c2a62,2026-08-22T06:53:32.000+09:00,まだ暑い8月。でも髪は一足早く秋へ｜夏の終わりに考えたい、大人女性のヘアスタイルの変え方,https://note.com/koichi_ikeda/n/nc4f68f2c2a62,PUBLIC,2026-09-16,CEP1_CHANGE_WITHOUT_FAILURE,TITLE_RULE,A_ENTRY,D_BRIDGE,LEGACY_REGISTRY,まだ暑い8月。でも髪は一足早く秋へ｜夏の終わりに考えたい、大人女性のヘアスタイルの変え方,TITLE_PROXY,D_GENERAL_EXPLANATION,ARTICLE_TEXT_OPERATIONAL_CLASSIFICATION,CONSULTATION;EXTERNAL;LINE;NOTE_ARTICLE;RESERVATION,RELATED_JUDGMENT_ARTICLE,NO,YES,YES,YES,1,,1,NO,NO,YES,YES,YES,CONSULTATION;LINE;RESERVATION,NONE,NO,NO,0,0,0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,POTENTIAL,UNKNOWN,UNKNOWN,AUDIENCE;CHECKS;CONCERN;JUDGMENT_BRANCH;NEXT_STEP;NOT_DO,ACTUAL_CASE,PUBLIC_SNAPSHOT_ONLY,UNKNOWN,,OBSERVE,NONE,YES,ikeda-official-web/note_article_registry_2026-09-13.csv
n30cbb2b95d88,2026-08-23T07:00:28.000+09:00,美容室で「軽くしてください」と伝える前に知ってほしいこと｜重さと毛量は同じではありません,https://note.com/koichi_ikeda/n/n30cbb2b95d88,PUBLIC,2026-09-16,CEP5_LIGHT_NOT_THIN,TITLE_RULE,B_JUDGMENT,A_ENTRY;D_BRIDGE,LEGACY_REGISTRY,美容室で「軽くしてください」と伝える前に知ってほしいこと｜重さと毛量は同じではありません,TITLE_PROXY,B_PROFESSIONAL_JUDGMENT,ARTICLE_TEXT_OPERATIONAL_CLASSIFICATION,CONSULTATION;EXTERNAL;LINE;NOTE_ARTICLE;RESERVATION,RELATED_CASE_OR_PRECONSULT,NO,YES,YES,YES,1,,1,NO,NO,YES,YES,YES,CONSULTATION;LINE;RESERVATION,OVERCLAIM:必ず,NO,NO,0,0,0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,SUPPORTED,POTENTIAL,UNKNOWN,AUDIENCE;CHECKS;CONCERN;JUDGMENT_BRANCH;NEXT_STEP;NOT_DO,ACTUAL_CASE,PUBLIC_SNAPSHOT_ONLY,UNKNOWN,20,P2_CANDIDATE,BRAND_REVIEW,YES,ikeda-official-web/note_article_registry_2026-09-13.csv
nad0642382885,2026-08-23T10:06:05.000+09:00,レイヤーは、前と後ろで同じように入れるとは限りません｜軽さとまとまりを両立するために考えていること,https://note.com/koichi_ikeda/n/nad0642382885,PUBLIC,2026-09-16,CEP5_LIGHT_NOT_THIN,TITLE_RULE,B_JUDGMENT,A_ENTRY;D_BRIDGE,LEGACY_REGISTRY,レイヤーは、前と後ろで同じように入れるとは限りません｜軽さとまとまりを両立するために考えていること,TITLE_PROXY,B_PROFESSIONAL_JUDGMENT,ARTICLE_TEXT_OPERATIONAL_CLASSIFICATION,CONSULTATION;LINE;NOTE_ARTICLE;RESERVATION,RELATED_CASE_OR_PRECONSULT,NO,YES,YES,YES,3,1,2,NO,NO,YES,YES,YES,CONSULTATION;LINE;RESERVATION,NONE,NO,NO,0,0,0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,CONFIRMED,CONFIRMED,SUPPORTED,POTENTIAL,UNKNOWN,AUDIENCE;CHECKS;CONCERN;JUDGMENT_BRANCH;NEXT_STEP,ACTUAL_CASE;NOT_DO,PUBLIC_SNAPSHOT_ONLY,UNKNOWN,,OBSERVE,NONE,YES,ikeda-official-web/note_article_registry_2026-09-13.csv
nc79600829941,2026-08-23T11:06:55.000+09:00,秋に向けて髪型を変えたい。でも短くしたくない方へ｜長さを残したまま変えられること,https://note.com/koichi_ikeda/n/nc79600829941,PUBLIC,2026-09-16,CEP4_SHORT_HAIR_ANXIETY,TITLE_RULE,A_ENTRY,D_BRIDGE,LEGACY_REGISTRY,秋に向けて髪型を変えたい。でも短くしたくない方へ｜長さを残したまま変えられること,TITLE_PROXY,D_GENERAL_EXPLANATION,ARTICLE_TEXT_OPERATIONAL_CLASSIFICATION,CONSULTATION;LINE;NOTE_ARTICLE;RESERVATION,RELATED_JUDGMENT_ARTICLE,NO,YES,YES,YES,3,,3,NO,NO,YES,YES,YES,CONSULTATION;LINE;RESERVATION,OVERCLAIM:必ず,NO,NO,0,0,0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,POTENTIAL,UNKNOWN,UNKNOWN,AUDIENCE;CHECKS;CONCERN;JUDGMENT_BRANCH;NEXT_STEP,ACTUAL_CASE;NOT_DO,PUBLIC_SNAPSHOT_ONLY,UNKNOWN,20,P2_CANDIDATE,BRAND_REVIEW,YES,ikeda-official-web/note_article_registry_2026-09-13.csv
na5434691367f,2026-08-24T07:58:59.000+09:00,「髪質改善」と言う前に確認したいこと｜悩みと施術名を分けて考える理由,https://note.com/koichi_ikeda/n/na5434691367f,PUBLIC,2026-09-16,CEP3_FRIZZ_DECISION,TITLE_RULE,B_JUDGMENT,A_ENTRY;D_BRIDGE,LEGACY_REGISTRY,「髪質改善」と言う前に確認したいこと｜悩みと施術名を分けて考える理由,TITLE_PROXY,B_PROFESSIONAL_JUDGMENT,ARTICLE_TEXT_OPERATIONAL_CLASSIFICATION,CONSULTATION;LINE;RESERVATION,RELATED_CASE_OR_PRECONSULT,NO,YES,YES,YES,,,,YES,NO,YES,YES,YES,CONSULTATION;LINE;RESERVATION,NONE,NO,NO,0,0,0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,CONFIRMED,CONFIRMED,SUPPORTED,POTENTIAL,UNKNOWN,AUDIENCE;CHECKS;CONCERN;JUDGMENT_BRANCH;NEXT_STEP;NOT_DO,ACTUAL_CASE,PUBLIC_SNAPSHOT_ONLY,UNKNOWN,15,P2_CANDIDATE,ISOLATED,YES,ikeda-official-web/note_article_registry_2026-09-13.csv
na96e09757a47,2026-08-26T11:40:55.000+09:00,「髪が重いから量を減らしたい」その前に確認したいこと,https://note.com/koichi_ikeda/n/na96e09757a47,PUBLIC,2026-09-16,CEP5_LIGHT_NOT_THIN,TITLE_RULE,B_JUDGMENT,A_ENTRY;D_BRIDGE,LEGACY_REGISTRY,「髪が重いから量を減らしたい」その前に確認したいこと,TITLE_PROXY,B_PROFESSIONAL_JUDGMENT,ARTICLE_TEXT_OPERATIONAL_CLASSIFICATION,CONSULTATION;LINE;RESERVATION,RELATED_CASE_OR_PRECONSULT,NO,YES,YES,YES,,,,YES,NO,YES,YES,YES,CONSULTATION;LINE;RESERVATION,NONE,NO,NO,0,0,0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,SUPPORTED,POTENTIAL,UNKNOWN,AUDIENCE;CHECKS;CONCERN;JUDGMENT_BRANCH;NEXT_STEP,ACTUAL_CASE;NOT_DO,PUBLIC_SNAPSHOT_ONLY,UNKNOWN,15,P2_CANDIDATE,ISOLATED,YES,ikeda-official-web/note_article_registry_2026-09-13.csv
n3096ada15a21,2026-08-27T07:22:10.000+09:00,顔まわりを切る前に「普段、髪を結ぶか」を確認する理由,https://note.com/koichi_ikeda/n/n3096ada15a21,PUBLIC,2026-09-16,OTHER,LEGACY_REGISTRY,B_JUDGMENT,A_ENTRY;D_BRIDGE,LEGACY_REGISTRY,顔まわりを切る前に「普段、髪を結ぶか」を確認する理由,TITLE_PROXY,B_PROFESSIONAL_JUDGMENT,ARTICLE_TEXT_OPERATIONAL_CLASSIFICATION,CONSULTATION;LINE;RESERVATION,RELATED_CASE_OR_PRECONSULT,NO,YES,YES,YES,,,,YES,NO,YES,YES,YES,CONSULTATION;LINE;RESERVATION,NONE,NO,NO,0,0,0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,SUPPORTED,POTENTIAL,UNKNOWN,AUDIENCE;CHECKS;CONCERN;JUDGMENT_BRANCH;NEXT_STEP,ACTUAL_CASE;NOT_DO,PUBLIC_SNAPSHOT_ONLY,UNKNOWN,20,P2_CANDIDATE,ISOLATED;THEME_REVIEW,YES,ikeda-official-web/note_article_registry_2026-09-13.csv
n74239930a96d,2026-08-27T08:32:57.000+09:00,長さを変えずに髪型を変える方法｜顔まわり・重心・毛先で印象は変わる,https://note.com/koichi_ikeda/n/n74239930a96d,PUBLIC,2026-09-16,CEP1_CHANGE_WITHOUT_FAILURE,TITLE_RULE,A_ENTRY,D_BRIDGE,LEGACY_REGISTRY,長さを変えずに髪型を変える方法｜顔まわり・重心・毛先で印象は変わる,TITLE_PROXY,D_GENERAL_EXPLANATION,ARTICLE_TEXT_OPERATIONAL_CLASSIFICATION,CONSULTATION;LINE;RESERVATION,RELATED_JUDGMENT_ARTICLE,NO,YES,YES,YES,,,,YES,NO,YES,YES,YES,CONSULTATION;LINE;RESERVATION,AGE_ANXIETY:老け(?:て)?見え;OVERCLAIM:必ず,NO,NO,0,0,0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,POTENTIAL,UNKNOWN,UNKNOWN,AUDIENCE;CHECKS;CONCERN;JUDGMENT_BRANCH;NEXT_STEP;NOT_DO,ACTUAL_CASE,PUBLIC_SNAPSHOT_ONLY,UNKNOWN,35,P1_CANDIDATE,BRAND_REVIEW;ISOLATED,YES,ikeda-official-web/note_article_registry_2026-09-13.csv
n43ae09beab1b,2026-08-27T08:46:30.000+09:00,白髪が気になる＝暗く染める、ではありません｜白髪との付き合い方をどう決めるか,https://note.com/koichi_ikeda/n/n43ae09beab1b,PUBLIC,2026-09-16,CEP2_GRAY_HAIR_NOT_DARK,TITLE_RULE,B_JUDGMENT,A_ENTRY;D_BRIDGE,LEGACY_REGISTRY,白髪が気になる＝暗く染める、ではありません｜白髪との付き合い方をどう決めるか,TITLE_PROXY,B_PROFESSIONAL_JUDGMENT,ARTICLE_TEXT_OPERATIONAL_CLASSIFICATION,CONSULTATION;LINE;NOTE_ARTICLE;RESERVATION,RELATED_CASE_OR_PRECONSULT,NO,YES,YES,YES,1,,1,NO,NO,YES,YES,YES,CONSULTATION;LINE;RESERVATION,NONE,NO,NO,0,0,0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,SUPPORTED,POTENTIAL,UNKNOWN,AUDIENCE;CHECKS;CONCERN;JUDGMENT_BRANCH;NEXT_STEP;NOT_DO,ACTUAL_CASE,PUBLIC_SNAPSHOT_ONLY,UNKNOWN,,OBSERVE,NONE,YES,ikeda-official-web/note_article_registry_2026-09-13.csv
n0076de702ebd,2026-08-27T08:54:01.000+09:00,「今は気にならない」でも、今回は整えた方がいいことがあります｜次回来店までを考えて施術を決める理由,https://note.com/koichi_ikeda/n/n0076de702ebd,PUBLIC,2026-09-16,OTHER,LEGACY_REGISTRY,A_ENTRY,D_BRIDGE,LEGACY_REGISTRY,「今は気にならない」でも、今回は整えた方がいいことがあります｜次回来店までを考えて施術を決める理由,TITLE_PROXY,D_GENERAL_EXPLANATION,ARTICLE_TEXT_OPERATIONAL_CLASSIFICATION,CONSULTATION;LINE;NOTE_ARTICLE;RESERVATION,RELATED_JUDGMENT_ARTICLE,NO,YES,YES,YES,1,,1,NO,NO,YES,YES,YES,CONSULTATION;LINE;RESERVATION,NONE,NO,NO,0,0,0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,POTENTIAL,UNKNOWN,UNKNOWN,AUDIENCE;CHECKS;CONCERN;JUDGMENT_BRANCH;NEXT_STEP;NOT_DO,ACTUAL_CASE,PUBLIC_SNAPSHOT_ONLY,UNKNOWN,5,OBSERVE,THEME_REVIEW,YES,ikeda-official-web/note_article_registry_2026-09-13.csv
nb789bf9f1294,2026-08-31T12:09:21.000+09:00,40代・50代で髪型がなんとなく古く見える時、長さより先に確認したいこと,https://note.com/koichi_ikeda/n/nb789bf9f1294,PUBLIC,2026-09-16,CEP1_CHANGE_WITHOUT_FAILURE,LEGACY_REGISTRY,B_JUDGMENT,A_ENTRY;D_BRIDGE,LEGACY_REGISTRY,40代・50代で髪型がなんとなく古く見える時、長さより先に確認したいこと,TITLE_PROXY,B_PROFESSIONAL_JUDGMENT,ARTICLE_TEXT_OPERATIONAL_CLASSIFICATION,CONSULTATION;LINE;NOTE_ARTICLE;RESERVATION,RELATED_CASE_OR_PRECONSULT,NO,YES,YES,YES,1,,1,NO,NO,YES,YES,YES,CONSULTATION;LINE;RESERVATION,NONE,NO,NO,0,0,0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,CONFIRMED,CONFIRMED,SUPPORTED,POTENTIAL,UNKNOWN,AUDIENCE;CHECKS;CONCERN;JUDGMENT_BRANCH;NEXT_STEP;NOT_DO,ACTUAL_CASE,PUBLIC_SNAPSHOT_ONLY,UNKNOWN,,OBSERVE,NONE,YES,ikeda-official-web/note_article_registry_2026-09-13.csv
n2e003f966836,2026-09-01T07:12:31.000+09:00,長さは変えたくない。でも何か変えたい時、美容室でどう相談すればいい？,https://note.com/koichi_ikeda/n/n2e003f966836,PUBLIC,2026-09-16,CEP1_CHANGE_WITHOUT_FAILURE,TITLE_RULE,A_ENTRY,D_BRIDGE,LEGACY_REGISTRY,長さは変えたくない。でも何か変えたい時、美容室でどう相談すればいい？,TITLE_PROXY,D_GENERAL_EXPLANATION,ARTICLE_TEXT_OPERATIONAL_CLASSIFICATION,CONSULTATION;LINE;RESERVATION,RELATED_JUDGMENT_ARTICLE,NO,YES,YES,YES,,,,YES,NO,YES,YES,YES,CONSULTATION;LINE;RESERVATION,OVERCLAIM:必ず,NO,NO,0,0,0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,POTENTIAL,UNKNOWN,UNKNOWN,AUDIENCE;CHECKS;CONCERN;JUDGMENT_BRANCH;NEXT_STEP;NOT_DO,ACTUAL_CASE,PUBLIC_SNAPSHOT_ONLY,UNKNOWN,35,P1_CANDIDATE,BRAND_REVIEW;ISOLATED,YES,ikeda-official-web/note_article_registry_2026-09-13.csv
n7d4999c84b5a,2026-09-02T07:20:47.000+09:00,いつもの髪型が、なんとなく似合わなくなった時に考えたいこと,https://note.com/koichi_ikeda/n/n7d4999c84b5a,PUBLIC,2026-09-16,CEP1_CHANGE_WITHOUT_FAILURE,TITLE_RULE,A_ENTRY,D_BRIDGE,LEGACY_REGISTRY,いつもの髪型が、なんとなく似合わなくなった時に考えたいこと,TITLE_PROXY,D_GENERAL_EXPLANATION,ARTICLE_TEXT_OPERATIONAL_CLASSIFICATION,CONSULTATION;LINE;RESERVATION,RELATED_JUDGMENT_ARTICLE,NO,YES,YES,YES,,,,YES,NO,YES,YES,YES,CONSULTATION;LINE;RESERVATION,NONE,NO,NO,0,0,0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,POTENTIAL,UNKNOWN,UNKNOWN,AUDIENCE;CHECKS;CONCERN;JUDGMENT_BRANCH;NEXT_STEP;NOT_DO,ACTUAL_CASE,PUBLIC_SNAPSHOT_ONLY,UNKNOWN,15,P2_CANDIDATE,ISOLATED,YES,ikeda-official-web/note_article_registry_2026-09-13.csv
n8ce1135b5cbe,2026-09-03T06:59:05.000+09:00,レイヤーを入れたいと言われても、入れないことがあります,https://note.com/koichi_ikeda/n/n8ce1135b5cbe,PUBLIC,2026-09-16,CEP5_LIGHT_NOT_THIN,TITLE_RULE,A_ENTRY,D_BRIDGE,LEGACY_REGISTRY,レイヤーを入れたいと言われても、入れないことがあります,TITLE_PROXY,D_GENERAL_EXPLANATION,ARTICLE_TEXT_OPERATIONAL_CLASSIFICATION,CONSULTATION;LINE;RESERVATION,RELATED_JUDGMENT_ARTICLE,NO,YES,YES,YES,,,,YES,NO,YES,YES,YES,CONSULTATION;LINE;RESERVATION,NONE,NO,NO,0,0,0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,POTENTIAL,UNKNOWN,UNKNOWN,AUDIENCE;CHECKS;JUDGMENT_BRANCH;NEXT_STEP;NOT_DO,ACTUAL_CASE;CONCERN,PUBLIC_SNAPSHOT_ONLY,UNKNOWN,15,P2_CANDIDATE,ISOLATED,YES,ikeda-official-web/note_article_registry_2026-09-13.csv
n3472fcb1978a,2026-09-04T08:10:44.000+09:00,髪が広がるからといって、量を減らせば収まるとは限りません,https://note.com/koichi_ikeda/n/n3472fcb1978a,PUBLIC,2026-09-16,CEP3_FRIZZ_DECISION,TITLE_RULE,B_JUDGMENT,A_ENTRY;D_BRIDGE,LEGACY_REGISTRY,髪が広がるからといって、量を減らせば収まるとは限りません,TITLE_PROXY,B_PROFESSIONAL_JUDGMENT,ARTICLE_TEXT_OPERATIONAL_CLASSIFICATION,CONSULTATION;LINE;RESERVATION,RELATED_CASE_OR_PRECONSULT,NO,YES,YES,YES,,1,,NO,NO,YES,YES,YES,CONSULTATION;LINE;RESERVATION,NONE,NO,NO,0,0,0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,SUPPORTED,POTENTIAL,UNKNOWN,AUDIENCE;CHECKS;CONCERN;JUDGMENT_BRANCH;NEXT_STEP;NOT_DO,ACTUAL_CASE,PUBLIC_SNAPSHOT_ONLY,UNKNOWN,,OBSERVE,NONE,YES,ikeda-official-web/note_article_registry_2026-09-13.csv
n74441a2a58a7,2026-09-05T07:38:39.000+09:00,40代・50代で「毛先がスカスカになるのが怖い」方へ,https://note.com/koichi_ikeda/n/n74441a2a58a7,PUBLIC,2026-09-16,CEP5_LIGHT_NOT_THIN,TITLE_RULE,A_ENTRY,D_BRIDGE,LEGACY_REGISTRY,40代・50代で「毛先がスカスカになるのが怖い」方へ,TITLE_PROXY,D_GENERAL_EXPLANATION,ARTICLE_TEXT_OPERATIONAL_CLASSIFICATION,CONSULTATION;LINE;RESERVATION,RELATED_JUDGMENT_ARTICLE,NO,YES,YES,YES,,1,,NO,NO,YES,YES,YES,CONSULTATION;LINE;RESERVATION,NONE,NO,NO,0,0,0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,POTENTIAL,UNKNOWN,UNKNOWN,AUDIENCE;CHECKS;CONCERN;JUDGMENT_BRANCH;NEXT_STEP;NOT_DO,ACTUAL_CASE,PUBLIC_SNAPSHOT_ONLY,UNKNOWN,,OBSERVE,NONE,YES,ikeda-official-web/note_article_registry_2026-09-13.csv
n8973449ee0da,2026-09-06T07:28:34.000+09:00,秋になって髪型を変えたい。でも長さはあまり変えたくない時、何を変えればいい？,https://note.com/koichi_ikeda/n/n8973449ee0da,PUBLIC,2026-09-16,CEP1_CHANGE_WITHOUT_FAILURE,TITLE_RULE,A_ENTRY,D_BRIDGE,LEGACY_REGISTRY,秋になって髪型を変えたい。でも長さはあまり変えたくない時、何を変えればいい？,TITLE_PROXY,D_GENERAL_EXPLANATION,ARTICLE_TEXT_OPERATIONAL_CLASSIFICATION,CONSULTATION;LINE;RESERVATION,RELATED_JUDGMENT_ARTICLE,NO,YES,YES,YES,,1,,NO,NO,YES,YES,YES,CONSULTATION;LINE;RESERVATION,NONE,NO,NO,0,0,0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,POTENTIAL,UNKNOWN,UNKNOWN,AUDIENCE;CHECKS;CONCERN;JUDGMENT_BRANCH;NEXT_STEP;NOT_DO,ACTUAL_CASE,PUBLIC_SNAPSHOT_ONLY,UNKNOWN,,OBSERVE,NONE,YES,ikeda-official-web/note_article_registry_2026-09-13.csv
n69986ccf2398,2026-09-07T08:40:12.000+09:00,美容室で「おまかせ」と言っても大丈夫？私が確認していること,https://note.com/koichi_ikeda/n/n69986ccf2398,PUBLIC,2026-09-16,CEP1_CHANGE_WITHOUT_FAILURE,TITLE_RULE,B_JUDGMENT,A_ENTRY;D_BRIDGE,LEGACY_REGISTRY,美容室で「おまかせ」と言っても大丈夫？私が確認していること,TITLE_PROXY,B_PROFESSIONAL_JUDGMENT,ARTICLE_TEXT_OPERATIONAL_CLASSIFICATION,CONSULTATION;LINE;RESERVATION,RELATED_CASE_OR_PRECONSULT,NO,YES,YES,YES,,,,YES,NO,YES,YES,YES,CONSULTATION;LINE;RESERVATION,NONE,NO,NO,0,0,0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,SUPPORTED,POTENTIAL,UNKNOWN,AUDIENCE;CHECKS;CONCERN;JUDGMENT_BRANCH;NEXT_STEP;NOT_DO,ACTUAL_CASE,PUBLIC_SNAPSHOT_ONLY,UNKNOWN,15,P2_CANDIDATE,ISOLATED,YES,ikeda-official-web/note_article_registry_2026-09-13.csv
