source_article_id,source_url,target_type,target_article_id,target_url,anchor_text,utm_source,utm_medium,utm_campaign,utm_status,anchor_status
nfdf0ed53461c,https://note.com/koichi_ikeda/n/nfdf0ed53461c,NOTE_ARTICLE,ne5cd7acfddda,https://note.com/koichi_ikeda/n/ne5cd7acfddda?utm_source=chatgpt.com,https://note.com/koichi_ikeda/n/ne5cd7acfddda,chatgpt.com,,,INTERNAL_UTM_REMOVE,OK
n47ad7c3d95fe,https://note.com/koichi_ikeda/n/n47ad7c3d95fe,EXTERNAL,,https://www.instagram.com/sanda_layercut_ikeda/,https://www.instagram.com/sanda_layercut_ikeda/,,,,NOT_APPLICABLE,OK
n47ad7c3d95fe,https://note.com/koichi_ikeda/n/n47ad7c3d95fe,NOTE_ARTICLE,ne5cd7acfddda,https://note.com/koichi_ikeda/n/ne5cd7acfddda,https://note.com/koichi_ikeda/n/ne5cd7acfddda,,,,OK,OK
n47ad7c3d95fe,https://note.com/koichi_ikeda/n/n47ad7c3d95fe,LINE,,https://lin.ee/rG3y2px,https://lin.ee/hX5uJxc,,,,NOT_APPLICABLE,OK
n282cb4929242,https://note.com/koichi_ikeda/n/n282cb4929242,EXTERNAL,,https://www.instagram.com/sanda_layercut_ikeda/,https://www.instagram.com/sanda_layercut_ikeda/,,,,NOT_APPLICABLE,OK
n282cb4929242,https://note.com/koichi_ikeda/n/n282cb4929242,NOTE_ARTICLE,ne5cd7acfddda,https://note.com/koichi_ikeda/n/ne5cd7acfddda,https://note.com/koichi_ikeda/n/ne5cd7acfddda,,,,OK,OK
n282cb4929242,https://note.com/koichi_ikeda/n/n282cb4929242,LINE,,https://lin.ee/hX5uJxc,h,,,,NOT_APPLICABLE,OK
n282cb4929242,https://note.com/koichi_ikeda/n/n282cb4929242,LINE,,https://lin.ee/rG3y2px,ttps://lin.ee/hX5uJxc,,,,NOT_APPLICABLE,OK
n4a9b55a64e75,https://note.com/koichi_ikeda/n/n4a9b55a64e75,CONSULTATION,,https://ikeda-hair-consultation.ikedakoichi7326.chatgpt.site/,髪のことを相談する,,,,NOT_APPLICABLE,OK
n4a9b55a64e75,https://note.com/koichi_ikeda/n/n4a9b55a64e75,LINE,,https://lin.ee/rG3y2px,LINEで相談する,,,,NOT_APPLICABLE,OK
n4a9b55a64e75,https://note.com/koichi_ikeda/n/n4a9b55a64e75,RESERVATION,,https://y7xzhn-google.b-merit.jp/n3icrs/web/,Web予約する,,,,NOT_APPLICABLE,OK
n4a9b55a64e75,https://note.com/koichi_ikeda/n/n4a9b55a64e75,EXTERNAL,,https://www.instagram.com/sanda_layercut_ikeda/,https://www.instagram.com/sanda_layercut_ikeda/,,,,NOT_APPLICABLE,OK
n4a9b55a64e75,https://note.com/koichi_ikeda/n/n4a9b55a64e75,NOTE_ARTICLE,ne5cd7acfddda,https://note.com/koichi_ikeda/n/ne5cd7acfddda,https://note.com/koichi_ikeda/n/ne5cd7acfddda,,,,OK,OK
n4a9b55a64e75,https://note.com/koichi_ikeda/n/n4a9b55a64e75,LINE,,https://lin.ee/rG3y2px,https://lin.ee/hX5uJxc,,,,NOT_APPLICABLE,OK
n41589cc5b539,https://note.com/koichi_ikeda/n/n41589cc5b539,CONSULTATION,,https://ikeda-hair-consultation.ikedakoichi7326.chatgpt.site/,髪のことを相談する,,,,NOT_APPLICABLE,OK
n41589cc5b539,https://note.com/koichi_ikeda/n/n41589cc5b539,LINE,,https://lin.ee/rG3y2px,LINEで相談する,,,,NOT_APPLICABLE,OK
n41589cc5b539,https://note.com/koichi_ikeda/n/n41589cc5b539,RESERVATION,,https://y7xzhn-google.b-merit.jp/n3icrs/web/,Web予約する,,,,NOT_APPLICABLE,OK
n41589cc5b539,https://note.com/koichi_ikeda/n/n41589cc5b539,NOTE_ARTICLE,n820d578c951d,https://note.com/koichi_ikeda/n/n820d578c951d?utm_source=chatgpt.com,https://note.com/koichi_ikeda/n/n820d578c951d,chatgpt.com,,,INTERNAL_UTM_REMOVE,OK
n41589cc5b539,https://note.com/koichi_ikeda/n/n41589cc5b539,NOTE_ARTICLE,n61dedbe2b8f9,https://note.com/koichi_ikeda/n/n61dedbe2b8f9?utm_source=chatgpt.com,https://note.com/koichi_ikeda/n/n61dedbe2b8f9,chatgpt.com,,,INTERNAL_UTM_REMOVE,OK
n41589cc5b539,https://note.com/koichi_ikeda/n/n41589cc5b539,NOTE_ARTICLE,n341eb4c05451,https://note.com/koichi_ikeda/n/n341eb4c05451?utm_source=chatgpt.com,https://note.com/koichi_ikeda/n/n341eb4c05451,chatgpt.com,,,INTERNAL_UTM_REMOVE,OK
n41589cc5b539,https://note.com/koichi_ikeda/n/n41589cc5b539,NOTE_ARTICLE,nacbe18cfbbc2,https://note.com/koichi_ikeda/n/nacbe18cfbbc2?utm_source=chatgpt.com,https://note.com/koichi_ikeda/n/nacbe18cfbbc2,chatgpt.com,,,INTERNAL_UTM_REMOVE,OK
n7874cb42b364,https://note.com/koichi_ikeda/n/n7874cb42b364,CONSULTATION,,https://ikeda-hair-consultation.ikedakoichi7326.chatgpt.site/,髪のことを相談する,,,,NOT_APPLICABLE,OK
n7874cb42b364,https://note.com/koichi_ikeda/n/n7874cb42b364,LINE,,https://lin.ee/rG3y2px,LINEで相談する,,,,NOT_APPLICABLE,OK
n7874cb42b364,https://note.com/koichi_ikeda/n/n7874cb42b364,RESERVATION,,https://y7xzhn-google.b-merit.jp/n3icrs/web/,Web予約する,,,,NOT_APPLICABLE,OK
n7874cb42b364,https://note.com/koichi_ikeda/n/n7874cb42b364,NOTE_ARTICLE,nfdc25e93418f,https://note.com/koichi_ikeda/n/nfdc25e93418f?utm_source=chatgpt.com,https://note.com/koichi_ikeda/n/nfdc25e93418f,chatgpt.com,,,INTERNAL_UTM_REMOVE,OK
n7874cb42b364,https://note.com/koichi_ikeda/n/n7874cb42b364,NOTE_ARTICLE,n341eb4c05451,https://note.com/koichi_ikeda/n/n341eb4c05451?utm_source=chatgpt.com,https://note.com/koichi_ikeda/n/n341eb4c05451,chatgpt.com,,,INTERNAL_UTM_REMOVE,OK
n7874cb42b364,https://note.com/koichi_ikeda/n/n7874cb42b364,NOTE_ARTICLE,nadbc274ac777,https://note.com/koichi_ikeda/n/nadbc274ac777?utm_source=chatgpt.com,https://note.com/koichi_ikeda/n/nadbc274ac777,chatgpt.com,,,INTERNAL_UTM_REMOVE,OK
n7874cb42b364,https://note.com/koichi_ikeda/n/n7874cb42b364,NOTE_ARTICLE,nacbe18cfbbc2,https://note.com/koichi_ikeda/n/nacbe18cfbbc2?utm_source=chatgpt.com,https://note.com/koichi_ikeda/n/nacbe18cfbbc2,chatgpt.com,,,INTERNAL_UTM_REMOVE,OK
nc81e32727f40,https://note.com/koichi_ikeda/n/nc81e32727f40,NOTE_ARTICLE,n820d578c951d,https://note.com/koichi_ikeda/n/n820d578c951d?utm_source=chatgpt.com,https://note.com/koichi_ikeda/n/n820d578c951d,chatgpt.com,,,INTERNAL_UTM_REMOVE,OK
nc81e32727f40,https://note.com/koichi_ikeda/n/nc81e32727f40,NOTE_ARTICLE,nec839cc36cac,https://note.com/koichi_ikeda/n/nec839cc36cac?utm_source=chatgpt.com,https://note.com/koichi_ikeda/n/nec839cc36cac,chatgpt.com,,,INTERNAL_UTM_REMOVE,OK
nc81e32727f40,https://note.com/koichi_ikeda/n/nc81e32727f40,NOTE_ARTICLE,n341eb4c05451,https://note.com/koichi_ikeda/n/n341eb4c05451?utm_source=chatgpt.com,https://note.com/koichi_ikeda/n/n341eb4c05451,chatgpt.com,,,INTERNAL_UTM_REMOVE,OK
nc81e32727f40,https://note.com/koichi_ikeda/n/nc81e32727f40,CONSULTATION,,https://ikeda-hair-consultation.ikedakoichi7326.chatgpt.site/,髪のことを相談する,,,,NOT_APPLICABLE,OK
nc81e32727f40,https://note.com/koichi_ikeda/n/nc81e32727f40,LINE,,https://lin.ee/rG3y2px,LINEで相談する,,,,NOT_APPLICABLE,OK
nc81e32727f40,https://note.com/koichi_ikeda/n/nc81e32727f40,RESERVATION,,https://y7xzhn-google.b-merit.jp/n3icrs/web/,Web予約する,,,,NOT_APPLICABLE,OK
nc81e32727f40,https://note.com/koichi_ikeda/n/nc81e32727f40,NOTE_ARTICLE,n05d7c58db245,https://note.com/koichi_ikeda/n/n05d7c58db245?utm_source=chatgpt.com,https://note.com/koichi_ikeda/n/n05d7c58db245,chatgpt.com,,,INTERNAL_UTM_REMOVE,OK
nc81e32727f40,https://note.com/koichi_ikeda/n/nc81e32727f40,NOTE_ARTICLE,nacbe18cfbbc2,https://note.com/koichi_ikeda/n/nacbe18cfbbc2?utm_source=chatgpt.com,https://note.com/koichi_ikeda/n/nacbe18cfbbc2,chatgpt.com,,,INTERNAL_UTM_REMOVE,OK
n4e5d74d50a8e,https://note.com/koichi_ikeda/n/n4e5d74d50a8e,NOTE_ARTICLE,n7874cb42b364,https://note.com/koichi_ikeda/n/n7874cb42b364,https://note.com/koichi_ikeda/n/n7874cb42b364,,,,OK,OK
n4e5d74d50a8e,https://note.com/koichi_ikeda/n/n4e5d74d50a8e,NOTE_ARTICLE,n341eb4c05451,https://note.com/koichi_ikeda/n/n341eb4c05451?utm_source=chatgpt.com,https://note.com/koichi_ikeda/n/n341eb4c05451,chatgpt.com,,,INTERNAL_UTM_REMOVE,OK
n4e5d74d50a8e,https://note.com/koichi_ikeda/n/n4e5d74d50a8e,NOTE_ARTICLE,nfdc25e93418f,https://note.com/koichi_ikeda/n/nfdc25e93418f?utm_source=chatgpt.com,https://note.com/koichi_ikeda/n/nfdc25e93418f,chatgpt.com,,,INTERNAL_UTM_REMOVE,OK
n4e5d74d50a8e,https://note.com/koichi_ikeda/n/n4e5d74d50a8e,NOTE_ARTICLE,nadbc274ac777,https://note.com/koichi_ikeda/n/nadbc274ac777?utm_source=chatgpt.com,https://note.com/koichi_ikeda/n/nadbc274ac777,chatgpt.com,,,INTERNAL_UTM_REMOVE,OK
n4e5d74d50a8e,https://note.com/koichi_ikeda/n/n4e5d74d50a8e,NOTE_ARTICLE,nacbe18cfbbc2,https://note.com/koichi_ikeda/n/nacbe18cfbbc2?utm_source=chatgpt.com,https://note.com/koichi_ikeda/n/nacbe18cfbbc2,chatgpt.com,,,INTERNAL_UTM_REMOVE,OK
n4e5d74d50a8e,https://note.com/koichi_ikeda/n/n4e5d74d50a8e,CONSULTATION,,https://ikeda-hair-consultation.ikedakoichi7326.chatgpt.site/,髪のことを相談する,,,,NOT_APPLICABLE,OK
n4e5d74d50a8e,https://note.com/koichi_ikeda/n/n4e5d74d50a8e,LINE,,https://lin.ee/rG3y2px,LINEで相談する,,,,NOT_APPLICABLE,OK
n4e5d74d50a8e,https://note.com/koichi_ikeda/n/n4e5d74d50a8e,RESERVATION,,https://y7xzhn-google.b-merit.jp/n3icrs/web/,Web予約する,,,,NOT_APPLICABLE,OK
n6c2f0da8b713,https://note.com/koichi_ikeda/n/n6c2f0da8b713,CONSULTATION,,https://ikeda-hair-consultation.ikedakoichi7326.chatgpt.site/,髪のことを相談する,,,,NOT_APPLICABLE,OK
n6c2f0da8b713,https://note.com/koichi_ikeda/n/n6c2f0da8b713,LINE,,https://lin.ee/rG3y2px,LINEで相談する,,,,NOT_APPLICABLE,OK
n6c2f0da8b713,https://note.com/koichi_ikeda/n/n6c2f0da8b713,RESERVATION,,https://y7xzhn-google.b-merit.jp/n3icrs/web/,Web予約する,,,,NOT_APPLICABLE,OK
n6c2f0da8b713,https://note.com/koichi_ikeda/n/n6c2f0da8b713,EXTERNAL,,https://www.instagram.com/sanda_layercut_ikeda/,https://www.instagram.com/sanda_layercut_ikeda/,,,,NOT_APPLICABLE,OK
n6c2f0da8b713,https://note.com/koichi_ikeda/n/n6c2f0da8b713,NOTE_ARTICLE,ne5cd7acfddda,https://note.com/koichi_ikeda/n/ne5cd7acfddda,https://note.com/koichi_ikeda/n/ne5cd7acfddda,,,,OK,OK
n6c2f0da8b713,https://note.com/koichi_ikeda/n/n6c2f0da8b713,LINE,,https://lin.ee/rG3y2px,https://lin.ee/hX5uJxc,,,,NOT_APPLICABLE,OK
nc947fab7f07e,https://note.com/koichi_ikeda/n/nc947fab7f07e,CONSULTATION,,https://ikeda-hair-consultation.ikedakoichi7326.chatgpt.site/,髪のことを相談する,,,,NOT_APPLICABLE,OK
nc947fab7f07e,https://note.com/koichi_ikeda/n/nc947fab7f07e,LINE,,https://lin.ee/rG3y2px,LINEで相談する,,,,NOT_APPLICABLE,OK
nc947fab7f07e,https://note.com/koichi_ikeda/n/nc947fab7f07e,RESERVATION,,https://y7xzhn-google.b-merit.jp/n3icrs/web/,Web予約する,,,,NOT_APPLICABLE,OK
nc947fab7f07e,https://note.com/koichi_ikeda/n/nc947fab7f07e,EXTERNAL,,https://www.instagram.com/sanda_layercut_ikeda/,https://www.instagram.com/sanda_layercut_ikeda/,,,,NOT_APPLICABLE,OK
nc947fab7f07e,https://note.com/koichi_ikeda/n/nc947fab7f07e,NOTE_ARTICLE,ne5cd7acfddda,https://note.com/koichi_ikeda/n/ne5cd7acfddda,https://note.com/koichi_ikeda/n/ne5cd7acfddda,,,,OK,OK
nc947fab7f07e,https://note.com/koichi_ikeda/n/nc947fab7f07e,NOTE_ARTICLE,n8973449ee0da,https://note.com/koichi_ikeda/n/n8973449ee0da,https://note.com/koichi_ikeda/n/n8973449ee0da,,,,OK,OK
nc947fab7f07e,https://note.com/koichi_ikeda/n/nc947fab7f07e,NOTE_ARTICLE,n8973449ee0da,https://note.com/koichi_ikeda/n/n8973449ee0da,https://note.com/koichi_ikeda/n/n8973449ee0da,,,,OK,OK
nc947fab7f07e,https://note.com/koichi_ikeda/n/nc947fab7f07e,NOTE_ARTICLE,nacbe18cfbbc2,https://note.com/koichi_ikeda/n/nacbe18cfbbc2,https://note.com/koichi_ikeda/n/nacbe18cfbbc2,,,,OK,OK
n5c2fec4b2172,https://note.com/koichi_ikeda/n/n5c2fec4b2172,CONSULTATION,,https://ikeda-hair-consultation.ikedakoichi7326.chatgpt.site/,髪のことを相談する,,,,NOT_APPLICABLE,OK
n5c2fec4b2172,https://note.com/koichi_ikeda/n/n5c2fec4b2172,LINE,,https://lin.ee/rG3y2px,LINEで相談する,,,,NOT_APPLICABLE,OK
n5c2fec4b2172,https://note.com/koichi_ikeda/n/n5c2fec4b2172,RESERVATION,,https://y7xzhn-google.b-merit.jp/n3icrs/web/,Web予約する,,,,NOT_APPLICABLE,OK
n5c2fec4b2172,https://note.com/koichi_ikeda/n/n5c2fec4b2172,EXTERNAL,,https://www.instagram.com/sanda_layercut_ikeda/,https://www.instagram.com/sanda_layercut_ikeda/,,,,NOT_APPLICABLE,OK
n5c2fec4b2172,https://note.com/koichi_ikeda/n/n5c2fec4b2172,NOTE_ARTICLE,ne5cd7acfddda,https://note.com/koichi_ikeda/n/ne5cd7acfddda,https://note.com/koichi_ikeda/n/ne5cd7acfddda,,,,OK,OK
n5c2fec4b2172,https://note.com/koichi_ikeda/n/n5c2fec4b2172,LINE,,https://lin.ee/hX5uJxc,h,,,,NOT_APPLICABLE,OK
n5c2fec4b2172,https://note.com/koichi_ikeda/n/n5c2fec4b2172,LINE,,https://lin.ee/rG3y2px,ttps://lin.ee/hX5uJxc,,,,NOT_APPLICABLE,OK
nc4f68f2c2a62,https://note.com/koichi_ikeda/n/nc4f68f2c2a62,CONSULTATION,,https://ikeda-hair-consultation.ikedakoichi7326.chatgpt.site/,髪のことを相談する,,,,NOT_APPLICABLE,OK
nc4f68f2c2a62,https://note.com/koichi_ikeda/n/nc4f68f2c2a62,LINE,,https://lin.ee/rG3y2px,LINEで相談する,,,,NOT_APPLICABLE,OK
nc4f68f2c2a62,https://note.com/koichi_ikeda/n/nc4f68f2c2a62,RESERVATION,,https://y7xzhn-google.b-merit.jp/n3icrs/web/,Web予約する,,,,NOT_APPLICABLE,OK
nc4f68f2c2a62,https://note.com/koichi_ikeda/n/nc4f68f2c2a62,EXTERNAL,,https://www.instagram.com/sanda_layercut_ikeda/,https://www.instagram.com/sanda_layercut_ikeda/,,,,NOT_APPLICABLE,OK
nc4f68f2c2a62,https://note.com/koichi_ikeda/n/nc4f68f2c2a62,NOTE_ARTICLE,ne5cd7acfddda,https://note.com/koichi_ikeda/n/ne5cd7acfddda,https://note.com/koichi_ikeda/n/ne5cd7acfddda,,,,OK,OK
nc4f68f2c2a62,https://note.com/koichi_ikeda/n/nc4f68f2c2a62,LINE,,https://lin.ee/rG3y2px,https://lin.ee/hX5uJxc,,,,NOT_APPLICABLE,OK
n30cbb2b95d88,https://note.com/koichi_ikeda/n/n30cbb2b95d88,CONSULTATION,,https://ikeda-hair-consultation.ikedakoichi7326.chatgpt.site/,髪のことを相談する,,,,NOT_APPLICABLE,OK
n30cbb2b95d88,https://note.com/koichi_ikeda/n/n30cbb2b95d88,LINE,,https://lin.ee/rG3y2px,LINEで相談する,,,,NOT_APPLICABLE,OK
n30cbb2b95d88,https://note.com/koichi_ikeda/n/n30cbb2b95d88,RESERVATION,,https://y7xzhn-google.b-merit.jp/n3icrs/web/,Web予約する,,,,NOT_APPLICABLE,OK
n30cbb2b95d88,https://note.com/koichi_ikeda/n/n30cbb2b95d88,EXTERNAL,,https://www.instagram.com/sanda_layercut_ikeda/,https://www.instagram.com/sanda_layercut_ikeda/,,,,NOT_APPLICABLE,OK
n30cbb2b95d88,https://note.com/koichi_ikeda/n/n30cbb2b95d88,NOTE_ARTICLE,ne5cd7acfddda,https://note.com/koichi_ikeda/n/ne5cd7acfddda,https://note.com/koichi_ikeda/n/ne5cd7acfddda,,,,OK,OK
n30cbb2b95d88,https://note.com/koichi_ikeda/n/n30cbb2b95d88,LINE,,https://lin.ee/rG3y2px,https://lin.ee/hX5uJxc,,,,NOT_APPLICABLE,OK
nad0642382885,https://note.com/koichi_ikeda/n/nad0642382885,CONSULTATION,,https://ikeda-hair-consultation.ikedakoichi7326.chatgpt.site/,髪のことを相談する,,,,NOT_APPLICABLE,OK
nad0642382885,https://note.com/koichi_ikeda/n/nad0642382885,LINE,,https://lin.ee/rG3y2px,LINEで相談する,,,,NOT_APPLICABLE,OK
nad0642382885,https://note.com/koichi_ikeda/n/nad0642382885,RESERVATION,,https://y7xzhn-google.b-merit.jp/n3icrs/web/,Web予約する,,,,NOT_APPLICABLE,OK
nad0642382885,https://note.com/koichi_ikeda/n/nad0642382885,NOTE_ARTICLE,nbb56aa91d6f3,https://note.com/koichi_ikeda/n/nbb56aa91d6f3,https://note.com/koichi_ikeda/n/nbb56aa91d6f3,,,,OK,OK
nad0642382885,https://note.com/koichi_ikeda/n/nad0642382885,NOTE_ARTICLE,n61dedbe2b8f9,https://note.com/koichi_ikeda/n/n61dedbe2b8f9,https://note.com/koichi_ikeda/n/n61dedbe2b8f9,,,,OK,OK
nad0642382885,https://note.com/koichi_ikeda/n/nad0642382885,NOTE_ARTICLE,nacbe18cfbbc2,https://note.com/koichi_ikeda/n/nacbe18cfbbc2,https://note.com/koichi_ikeda/n/nacbe18cfbbc2,,,,OK,OK
nc79600829941,https://note.com/koichi_ikeda/n/nc79600829941,CONSULTATION,,https://ikeda-hair-consultation.ikedakoichi7326.chatgpt.site/,髪のことを相談する,,,,NOT_APPLICABLE,OK
nc79600829941,https://note.com/koichi_ikeda/n/nc79600829941,LINE,,https://lin.ee/rG3y2px,LINEで相談する,,,,NOT_APPLICABLE,OK
nc79600829941,https://note.com/koichi_ikeda/n/nc79600829941,RESERVATION,,https://y7xzhn-google.b-merit.jp/n3icrs/web/,Web予約する,,,,NOT_APPLICABLE,OK
nc79600829941,https://note.com/koichi_ikeda/n/nc79600829941,NOTE_ARTICLE,nbb56aa91d6f3,https://note.com/koichi_ikeda/n/nbb56aa91d6f3,https://note.com/koichi_ikeda/n/nbb56aa91d6f3,,,,OK,OK
nc79600829941,https://note.com/koichi_ikeda/n/nc79600829941,NOTE_ARTICLE,n4a9b55a64e75,https://note.com/koichi_ikeda/n/n4a9b55a64e75,https://note.com/koichi_ikeda/n/n4a9b55a64e75,,,,OK,OK
nc79600829941,https://note.com/koichi_ikeda/n/nc79600829941,NOTE_ARTICLE,nacbe18cfbbc2,https://note.com/koichi_ikeda/n/nacbe18cfbbc2,https://note.com/koichi_ikeda/n/nacbe18cfbbc2,,,,OK,OK
na5434691367f,https://note.com/koichi_ikeda/n/na5434691367f,CONSULTATION,,https://ikeda-hair-consultation.ikedakoichi7326.chatgpt.site/,髪のことを相談する,,,,NOT_APPLICABLE,OK
na5434691367f,https://note.com/koichi_ikeda/n/na5434691367f,LINE,,https://lin.ee/rG3y2px,LINEで相談する,,,,NOT_APPLICABLE,OK
na5434691367f,https://note.com/koichi_ikeda/n/na5434691367f,RESERVATION,,https://y7xzhn-google.b-merit.jp/n3icrs/web/,Web予約する,,,,NOT_APPLICABLE,OK
na96e09757a47,https://note.com/koichi_ikeda/n/na96e09757a47,CONSULTATION,,https://ikeda-hair-consultation.ikedakoichi7326.chatgpt.site/,髪のことを相談する,,,,NOT_APPLICABLE,OK
na96e09757a47,https://note.com/koichi_ikeda/n/na96e09757a47,LINE,,https://lin.ee/rG3y2px,LINEで相談する,,,,NOT_APPLICABLE,OK
na96e09757a47,https://note.com/koichi_ikeda/n/na96e09757a47,RESERVATION,,https://y7xzhn-google.b-merit.jp/n3icrs/web/,Web予約する,,,,NOT_APPLICABLE,OK
n3096ada15a21,https://note.com/koichi_ikeda/n/n3096ada15a21,CONSULTATION,,https://ikeda-hair-consultation.ikedakoichi7326.chatgpt.site/,髪のことを相談する,,,,NOT_APPLICABLE,OK
n3096ada15a21,https://note.com/koichi_ikeda/n/n3096ada15a21,LINE,,https://lin.ee/rG3y2px,LINEで相談する,,,,NOT_APPLICABLE,OK
n3096ada15a21,https://note.com/koichi_ikeda/n/n3096ada15a21,RESERVATION,,https://y7xzhn-google.b-merit.jp/n3icrs/web/,Web予約する,,,,NOT_APPLICABLE,OK
n74239930a96d,https://note.com/koichi_ikeda/n/n74239930a96d,CONSULTATION,,https://ikeda-hair-consultation.ikedakoichi7326.chatgpt.site/,髪のことを相談する,,,,NOT_APPLICABLE,OK
n74239930a96d,https://note.com/koichi_ikeda/n/n74239930a96d,LINE,,https://lin.ee/rG3y2px,LINEで相談する,,,,NOT_APPLICABLE,OK
n74239930a96d,https://note.com/koichi_ikeda/n/n74239930a96d,RESERVATION,,https://y7xzhn-google.b-merit.jp/n3icrs/web/,Web予約する,,,,NOT_APPLICABLE,OK
n43ae09beab1b,https://note.com/koichi_ikeda/n/n43ae09beab1b,NOTE_ARTICLE,nacbe18cfbbc2,https://note.com/koichi_ikeda/n/nacbe18cfbbc2,https://note.com/koichi_ikeda/n/nacbe18cfbbc2,,,,OK,OK
n43ae09beab1b,https://note.com/koichi_ikeda/n/n43ae09beab1b,CONSULTATION,,https://ikeda-hair-consultation.ikedakoichi7326.chatgpt.site/,髪のことを相談する,,,,NOT_APPLICABLE,OK
n43ae09beab1b,https://note.com/koichi_ikeda/n/n43ae09beab1b,LINE,,https://lin.ee/rG3y2px,LINEで相談する,,,,NOT_APPLICABLE,OK
n43ae09beab1b,https://note.com/koichi_ikeda/n/n43ae09beab1b,RESERVATION,,https://y7xzhn-google.b-merit.jp/n3icrs/web/,Web予約する,,,,NOT_APPLICABLE,OK
n0076de702ebd,https://note.com/koichi_ikeda/n/n0076de702ebd,CONSULTATION,,https://ikeda-hair-consultation.ikedakoichi7326.chatgpt.site/,髪のことを相談する,,,,NOT_APPLICABLE,OK
n0076de702ebd,https://note.com/koichi_ikeda/n/n0076de702ebd,LINE,,https://lin.ee/rG3y2px,LINEで相談する,,,,NOT_APPLICABLE,OK
n0076de702ebd,https://note.com/koichi_ikeda/n/n0076de702ebd,RESERVATION,,https://y7xzhn-google.b-merit.jp/n3icrs/web/,Web予約する,,,,NOT_APPLICABLE,OK
n0076de702ebd,https://note.com/koichi_ikeda/n/n0076de702ebd,NOTE_ARTICLE,nacbe18cfbbc2,https://note.com/koichi_ikeda/n/nacbe18cfbbc2,https://note.com/koichi_ikeda/n/nacbe18cfbbc2,,,,OK,OK
n0076de702ebd,https://note.com/koichi_ikeda/n/n0076de702ebd,CONSULTATION,,https://ikeda-hair-consultation.ikedakoichi7326.chatgpt.site/,髪のことを相談する,,,,NOT_APPLICABLE,OK
n0076de702ebd,https://note.com/koichi_ikeda/n/n0076de702ebd,LINE,,https://lin.ee/rG3y2px,LINEで相談する,,,,NOT_APPLICABLE,OK
n0076de702ebd,https://note.com/koichi_ikeda/n/n0076de702ebd,RESERVATION,,https://y7xzhn-google.b-merit.jp/n3icrs/web/,Web予約する,,,,NOT_APPLICABLE,OK
nb789bf9f1294,https://note.com/koichi_ikeda/n/nb789bf9f1294,CONSULTATION,,https://ikeda-hair-consultation.ikedakoichi7326.chatgpt.site/,髪のことを相談する,,,,NOT_APPLICABLE,OK
nb789bf9f1294,https://note.com/koichi_ikeda/n/nb789bf9f1294,LINE,,https://lin.ee/rG3y2px,LINEで相談する,,,,NOT_APPLICABLE,OK
nb789bf9f1294,https://note.com/koichi_ikeda/n/nb789bf9f1294,RESERVATION,,https://y7xzhn-google.b-merit.jp/n3icrs/web/,Web予約する,,,,NOT_APPLICABLE,OK
nb789bf9f1294,https://note.com/koichi_ikeda/n/nb789bf9f1294,NOTE_ARTICLE,nacbe18cfbbc2,https://note.com/koichi_ikeda/n/nacbe18cfbbc2,https://note.com/koichi_ikeda/n/nacbe18cfbbc2,,,,OK,OK
nb789bf9f1294,https://note.com/koichi_ikeda/n/nb789bf9f1294,CONSULTATION,,https://ikeda-hair-consultation.ikedakoichi7326.chatgpt.site/,https://ikeda-hair-consultation.ikedakoichi7326.chatgpt.site/,,,,NOT_APPLICABLE,OK
n2e003f966836,https://note.com/koichi_ikeda/n/n2e003f966836,CONSULTATION,,https://ikeda-hair-consultation.ikedakoichi7326.chatgpt.site/,髪のことを相談する,,,,NOT_APPLICABLE,OK
n2e003f966836,https://note.com/koichi_ikeda/n/n2e003f966836,LINE,,https://lin.ee/rG3y2px,LINEで相談する,,,,NOT_APPLICABLE,OK
n2e003f966836,https://note.com/koichi_ikeda/n/n2e003f966836,RESERVATION,,https://y7xzhn-google.b-merit.jp/n3icrs/web/,Web予約する,,,,NOT_APPLICABLE,OK
n7d4999c84b5a,https://note.com/koichi_ikeda/n/n7d4999c84b5a,CONSULTATION,,https://ikeda-hair-consultation.ikedakoichi7326.chatgpt.site/,髪のことを相談する,,,,NOT_APPLICABLE,OK
n7d4999c84b5a,https://note.com/koichi_ikeda/n/n7d4999c84b5a,LINE,,https://lin.ee/rG3y2px,LINEで相談する,,,,NOT_APPLICABLE,OK
n7d4999c84b5a,https://note.com/koichi_ikeda/n/n7d4999c84b5a,RESERVATION,,https://y7xzhn-google.b-merit.jp/n3icrs/web/,Web予約する,,,,NOT_APPLICABLE,OK
n8ce1135b5cbe,https://note.com/koichi_ikeda/n/n8ce1135b5cbe,CONSULTATION,,https://ikeda-hair-consultation.ikedakoichi7326.chatgpt.site/,三田市の美容師,,,,NOT_APPLICABLE,OK
n8ce1135b5cbe,https://note.com/koichi_ikeda/n/n8ce1135b5cbe,CONSULTATION,,https://ikeda-hair-consultation.ikedakoichi7326.chatgpt.site/,EMPTY,,,,NOT_APPLICABLE,OK
n8ce1135b5cbe,https://note.com/koichi_ikeda/n/n8ce1135b5cbe,CONSULTATION,,https://ikeda-hair-consultation.ikedakoichi7326.chatgpt.site/,池田航一｜髪の相談,,,,NOT_APPLICABLE,OK
n8ce1135b5cbe,https://note.com/koichi_ikeda/n/n8ce1135b5cbe,LINE,,https://lin.ee/rG3y2px,LINE,,,,NOT_APPLICABLE,OK
